text,stars,date
I love OHSO  The atmosphere is fun and welcoming  Everybody that works here is great and really enjoys their job  Their spirits and beer brewed in house is fantastic  My favorite is the Orange Pedal  Their appetizer hummus plate is a great start  I would like a little more pita or cucumbers on there   They have a fantastic happy hour  Dogs are welcome to enjoy the beautiful patio  You Will not be disappointed ,5,2018-02-09
I am editing my review as we gave this place another try and it seems as though they have made improvements  Friendly service today and my Asian chicken salad was excellent and I was happy to see that they now have an allergy friendly menu  My husband enjoyed his Cobb salad but it was way overpriced at        since he added chicken    This was our third visit   The food has always been mediocre and the service decent  prior to tonight    We liked it because of the outdoor dining and the recreation for the kids   Tonight was pretty much a disaster   Our server was on another planet   We ordered our food specifying some SERIOUS food allergies and he seemed annoyed to be put out   My dish was served first with no explanation as to when why the other plates were not there   We waited an additional   minutes for the other   meals to come out   When my son s plate arrived  it contained the allergen that we specified extremely clearly could NOT be on his plate   The gentleman that delivered it apologized and I saw him tell our waiter but he never came over and apologized  He avoided us  They did bring the new non allergen dish within a few minutes   I asked for refills of water   Only my glass was filled   it was hot out and all of our waters were drained    My other son is a foodie and ordered the mac   cheese because that was the most highly reviewed menu item   It was awful   Don t dine here unless you just want some recreation or a spot for your dog to hang     of   meals mediocre and extremely bad service   OHSO disappointing ,4,2015-08-04
Just had the absolute worst experience here  Went in and ordered   drinks a mimosa and a Bloody Mary at the back bar outdoors  First  the bartender was completely non responsive to us for about    minutes  perhaps not hip enough   then he finally waited on us  Ordered a     mimosa and     Bloody Mary  While my husband was signing the tab  and yes we did leave a good tip  my husband basically touched the top heavy Bloody Mary  The drink went over  Any good bartender  and yes I have children in the industry  would have given another drink at no charge  as yes there was customer contact  but the drink was way too heavy   This guy looked totally annoyed at the accidental spill and said if you want another you pay for it  it wasn t my fault  I have been totally at fault for an accidental drink spill and received a replacement  Sorry to have an accidental spill and ruin your day  normal part of your profession and I d say this bartender better learn to handle it bett,1,2018-03-10
Want to go to OHSO  Sure  then why are we at Home Depot  It s not Home Depot  just looks like it  It s looks more like Home Depot than Home Depot does  We tried OHSO on Tatum hoping the food beer is better than the Indian School location  Um  no  not really  actually not better at all  I looked at the menu and ordered a beer  I m at a brewery right  Well they didn t have THEIR beer  The server informed us they only get the leftovers  more on that later  from the Indian School venue and today they didn t have beer  Ok  I ll have someone else s beer  IT was good  Their entree  here comes the leftovers part  Brisket   Mac  WOW so underwhelming  I and my friend were hungry but that was the only reason we ate this dish  It was like the kitchen had an order and didn t know what to do with it  So they scrambled and slapped whatever leftovers were hanging around and plopped it in a bowl  Not good   If you know anything about brisket you know that it s very hard to cook well  It s tough and most times requires being cut on the bias to make it chew able  Well when I saw Brisket   Mac I was expecting a few slices of brisket and a side of mac  It was all in a bowl  Weird  The bbq sauce overpowered everything  the mac was in some sauce  not like cheese sauce  just some weird sauce  And the brisket  ugh  I had to swallow the brisket because I got tired of chewing  What a mess  So OHSO  once again you have let me down  That s   for    And again  if someone asks if I want to go to OHSO  my reply  NOTSO much ,2,2015-03-23
Love the new Tatum location  Its bigger  better and a very fun atmosphere  The patio is HUGE with misters  corn hole and ping pong   Service is fantastic  food   happy hr hummus  small serving   good shrimp tacos  brisket mac  slight BBQ flavor  just perfect  and guac  it has a little bacon and cherries which are surprisingly awesome  are outstanding  Bring your dog on the patio   they have a super cool water trough for them to drink from  The water comes out of beer taps   I d bring my kids and dog  but only during the day  Fri or Sat night is busy  We waited   hours for a patio table this past weekend ,5,2015-05-01
Love Ohso   We go here all the time with or without kids   The food is good  the beer is great    and the other email ambiance is fun   They have love music outside on the weekends which is awesome since they have corn hole and ping pong also     You can sit on the patio with dogs     but may need to wait for a suitable table as this is a popular spot   The street tacos are a favorite for us on the food menu ,5,2017-03-17
Found by accident looking for dog friendly patio    Fabulous deck with water for pups and great fans and seating  I don t eat sugar or flour and they were very accommodating with changes  Will return for sure,5,2018-10-07
Beautiful salon  great stylist and loved my blow out   Highly recommend and would go again ,5,2017-07-10
I love the beer options at OHSO and I love the atmosphere  but the last   times I ve gone to this location there has been multiple open tables and yet  there is always at least a    minute wait    and there is no one waiting out front  but us  The last time I waited to actually be seated despite there being open tables  the service was pretty poor and so I would only recommend the FLW location at this point ,3,2017-02-25
Cute spot and love the dog friendly vibe of customers and staff   That was refreshing and would honestly be the only factor to bring me back to OHSO   Food and service were both mediocre at best   Our bacon free guacamole arrived with bacon  which accidentally went into the mouths of one of our four vegetarians  rest assured that wasn t pretty   They replaced it promptly   My salad arrived       minutes after our table of   got their hot food  what s up with that    Despite the more spacious  ground booths  being open  we were crammed in a c shaped booth that sits up a foot off the ground   not comfortable for   and two pooches who want to be on the ground   Our server was not friendly and not attentive     had to ask for everything  including water  multiple times ,2,2016-04-29
I like the bar with all the beer choices  We came in late and the had specials after  pm where we could try several fun appetizers,4,2018-04-23
I ll start by saying I m a fan of the original location on E  Indian School  and love the beers  the vibe and the casual  dog friendly environment   I was very happy when the location near me on Tatum and Shea was opened   Unfortunately  this location has essentially become Chucky Cheese with beer   The last few times I have gone  there were nearly as many unruly  unsupervised children as adults   Not being a crusty  child hating geriatric case  I consider my tolerance level for kids to be at least average   However  patio area was absolutely unbearable   Who has their toddler s birthday party at OHSO     And where is management when kids as young as   or   are running through the patio area tables screaming  pounding paddles on the metal tables  etc   This location isn t just suffering from an identity crisis  playground or pub restaurant   it is also a potentially serious safety issue  not the least of which is due to beer guzzling parents who can t seem to understand what a babysitter is for ,1,2016-02-17
Really fun and friendly atmosphere  great food  and the best dog friendly place I ve been to in PHX  My dog LOVED the homemade cookie OHSO gave him  Will be back   many times,5,2015-06-27
This place is pretty awesome  I want to come with some friends and take advantage of the outdoor game area which has fans and misters so even in the summer it s not too hot  Came for brunch with my toddler and loved the bagel and lox  even got an    month old to eat smoked salmon  The drink beer mimosa included in the brunch price is great  I can t wait to come back and try some of the regular menu options  Definitely a friendly place to bring your dog along ,4,2015-06-13
My favorite hangout  love the staff  always so friendly  usually get a seat quickly  The food is great and there is a good variety of healthy options  You can always try a beer and the bartenders are willing to create a mix drink not on the menu ,5,2019-01-26
OHSO is a fine  fun brew pub   Their acceptance of dogs is getting a little too much to tolerate   Lately I have been in a couple of their locations where dogs are sitting at the bar   Yes    taking up a seat at the bar   The staff seems to tolerate this but when it s crowded or you wind up sitting next to a dog    that s a bit much  not to mention a bit unsanitary ,3,2019-01-29
Great family and meeting place  Food great especially the Kale and chicken soup  Patio spacious  ,4,2016-12-29
Food was good  but the service has been awful every time I ve visited  From the hostess to the bar  I have been disappointed multiple times   Somehow it seems to stay busy  but we aren t planning to go back ,3,2016-09-20
Oh no no no no beloved OHSO  Deep fried hospital tater tots for breakfast options today  So incredibly dime a dozen and ick  PLEASE up the ante from prior potatoes    Fresh rosemary  Garlic  But no tater tots  Hurry  It s a crisis ,1,2019-10-12
Jenna the Manager was a little bit rude  We had about   tables for our group and she wasn t too inviting  You d think for customers who spend about        in food and drinks would get treated a little better  We ll be back in the future  we didn t enjoy her managerial ethics too greatly  Other than that  the atmosphere is great    Food was pretty good  drinks were pretty good as well ,1,2016-08-20
OHSO is a cool spot  We have a young Husky so it s great they re dog friendly  They also have some of the BEST stouts I ve ever tasted  I would definitely recommend them to anyone ,5,2019-04-28
We absolutely loved this brewery  I have traveled all over the USA And never come across something quite like it  Now it may have been because it was     degrees out so they had the misters going but the atmosphere was sooooo cool  I really don t know how to describe it  This huge outdoor area that is dog friendly was hustling and bustling with some live music   We ate indoor for breakfast and came back later for dinner as we left our credit card there lol so why not we liked it that much to eat twice same day   I liked the atmosphere more than the food but the food was good  Breakfast for me has a little bit too much avocado I can t believe I would ever say such a thing  I mean it is avocado toast  But you can easily scrape some off  It came with a huge mimosa which I chose half pineapple half orange juice  That was very good  Our waitress brought my husband out a flight of beers to try and he choose a grapefruit one that went well with his breakfast  For dinner I had Mac n cheese which wasn t my favorite it was a little too watery for me but hubby has the AZ burger and loved it  The fries were good   I would come back in a heartbeat just to enjoy the music and chill atmosphere ,4,2019-09-04
Went here for brunch and it was delicious  I enjoyed the French Toast  while the other members of my party tried the avocado toast  biscuits and gravy  and the burrito  Everyone enjoyed their meals  the cocktails were tasty  and the outside seating was a nice plus  The patio is dog friendly and it s a great value too  Will definitely go back in the future ,5,2019-05-10
It was wonderful  The outside seating is beautiful and very spacious    We order burgers and they come with fries  The burger was super juicy and the onion rings were super crispy that came within the AZ burger  My favorite is the jalape o cream cheese inside of the burger   I got some flights for our drinks  The bartender was very knowledgeable    The only thing I was not a fan of was children running around the outside and taking over  I understand parents are out here drinking and socializing and have kids  but this kids    Like my mom would say  desmadrosos  just too loud for my taste  As an adult I m not looking to hear children screaming or running around the bar when I go out at    p m on a weekday ,4,2019-10-06
OHSO is great  I love the atmosphere outside at this location  Fun things to do outside while enjoying your meal  Katie our server was friendly and attentive to our needs  We enjoyed the Happy Hour goodies  a couple of pitchers of beer and we sampled Everything on the small plates for    during Happy Hour   We loved the selection of goodies something for everyone  My one suggestion is chilled glasses for the Beer please  ,5,2018-04-29
I have been to this OHSO about a half dozen times over the past year and a half  pretty much always hang out on the patio with the dogs  kids  and the entire neighborhood    I have friends who swear that a brewery   small children   no bueno but I think it all depends on the brewery  OHSO PV is more of a neighborhood hangout eatery   drinkery  The families that show up for brunch  the parents who pick their kids up from school and head directly to the outdoor section with the games  the office mates who do happy hour at the outdoor bar and everyone brings their  well behaved  dogs  All the ingredients for a fun  low key place to have a conversation and share some laughs with tasty brews and some of the best bar food around served to you by a friendly and efficient staff   The only thing that stops OHSO from being a   star spot in my humble opinion is that the entrees and sandwiches have been at times a miss  So  I stick to the cheese curds  the tacos and the guac    The happy hour deals are ridiculous and such an incredible value  so don t forget to ask about those because it could be worth your while to order a pitcher instead of a pint ,4,2018-12-13
Great neighborhood spot   My husband and I go here often for dinner  brunch  drinks with friends  lunch with the dog    we love it ,5,2019-03-18
Always love this place  relaxed easy vibe delicious avocado toast and the most amazing gluten free chocolate desert   Fun tunes and a always full and lively   Definitely a go to spot ,5,2019-01-01
I will definitely be back here  A great place for happy hour and if you have kids or pets  The food is reasonably priced as well as the drinks  lot s of places to sit  although get here early because it gets pretty crowded quickly  just a nice place to come grab a drink with friends  or families due to the games you can play outside  ,4,2015-04-11
Ambiance is amazing  and we love the Saturday Sunday brunch  especially since its dog friendly    We ordered the chicken and waffles and the brat hash  and both enjoyed our food  The entrees were fairly priced  and also came with a free mimosa    Overall  this place is a        and I would have given it   stars  but I think the place is a bit too big to be efficient  We could tell that our food had been sitting for a bit  waffles were cold  and the hash was just warm  instead of hot  It was busy  so it s understandable  but for a   star review  they definitely should figure this out ,4,2019-01-13
Great place  great staff and the outside patio is one of the best dog friendly locations in the valley ,5,2019-04-22
My spot   The PV location has grew tremendously over the past few years where I would highly suggest calling ahead  Brunch is THE PLACE TO BE  Great mimosas  amazing brunch from  Fruity pebble French toast to a breakfast burrito and yummy avocado toast  For lunch the fish tacos or BBQ burger you can t go wrong with  Best part    it s dog friendly   Of course they have a great selection of beer as well  although I suggest they get colder glasses since it s so hot outside now ,5,2018-05-07
I love OHSO    Never had a bad experience   Went in yesterday with    people   I made a reservation a week prior    When we arrived our table was ready    We had great service and everyone loved there food and drinks   Highly recommend it to everyone ,5,2018-02-19
First of all  this venue is spectacular  As soon as you walk in there is a huge outdoor seating area  There is cornhole and plenty of games to play  It is bright and inviting and every single employee we encountered during our visit was happy and knowledgeable  We had their  hoppy  IPA  We had a pitcher during happy hour that was     Their guest beer list was extensive and I had a great Moonjuice IPA as well  We shared some guacamole and then split the shrimp tacos and it was all delicious  We re in town for the final four and we re actually on our way back to this awesome little place ,5,2017-04-04
Brought my pup in for the  st time for brunch today  Every server   the hostess stopped by to make us feel welcome  Great experience  Would probably not have chosen a seat in a booth near the entrance if I knew better  Too many opportunities for Jasper to be the host  Food   beer was good  Felt the love except no one offered dog treats  Will be back ,4,2018-05-28
Really disappointed with the back area bar staff outside  one of the bartenders was more into his friends rather than even acknowledging me  I ll admit  I enjoy coming here for my two dogs but tonight was disappointing  I actually decided to come inside to the main area to order my drink and later came back to order my food because it was the only thing I could do to get service  I understand being busy and it s a Saturday night  But customer acknowledgement goes a long way and that s all I want especially when paying good money for a night out  My advice  look at the big picture even when it s busy ,1,2018-04-08
Went to try out Hawaiian BBQ Sunday afternoon  Big  noisy  Sat on patio bc indoors dark and uninviting  Seated close to band  So loud we couldn t hold a conversation  Had to ask to be moved  which they did with only a little eye rolling  Beer selection great  BUT be sure to ask for a taster first  One of our Party ordered a blonde beer with a great tasting description  but it was soooooo hoppy and bitter she couldn t drink it  I tasted and agreed with her   They took it away but didn t offer to replace it    The food was OK but nothing to write home about  Need to serve with sauces  Bok choy cooked like collard greens is a bad idea  Big tough bitter white cores  A great pot of spicy turnip greens would have been so much better  BBQ chicken  good  pulled pork  meh  and BBQ pulled beef  ok  and great mac salad  Before  pm seconds free  Needs a plating rework  tho  Nice to try but no repeat planned ,3,2017-09-20
This was our second try and we probably won t be back  The outdoor area is wonderful on a beautiful day and I get that people want to bring their dogs with them  I don t  however  want to be surrounded by competing dogs and their owners trying to control them plus the dog hair landing in food  It s just not my idea of a great time   We did opt to sit indoors the second time and service was so so  It was not overly busy  Why could we not get the mustard requested  Why didn t someone come back and see how we were doing  Refill on water  Nope  Mimosa with that Saturday brunch item  Nope  not even offered  Between these issues  dogs   service  and adding in uninspired food  standard bread on the breakfast sandwich  ingredients not evenly dispersed  overdone burger   we just don t see the need to return ,2,2016-05-29
Great food  huge selection of craft beers  and friendly staff   You can come here with your buddies or your family  it suits all   A lot of fun activities to do outside like beans bags   Also dog friendly  which is pretty neat ,5,2017-03-03
Came here a couple nights ago  our server was ok  Nothing out of the norm  it was a bit late in the night as we both had gotten off work  There s a different feel here than the Indian School location  Not sure if that s good or bad  We had a good time either way  There were plenty of games available and a solid selection of beer  Ordered a burger and some tacos  Tacos are build your own but they mix the coleslaw in with the meat which was odd  If I were to suggest anything I d change out the tore up water logged menus and I d organize more of the gaming area  just seemed cluttered   All in all we like coming here for late night bites and a quick brew ,3,2015-06-10
GREAT FOOD     Today was a special day for my husband and I for   reasons  First it is of course Valentines day and second it is the day my husband proposed to me    A dear friend of oura has been raving about Ohso s and because to day was special we decided to have our dinner there    The wait staff was awesome  They are so friendly and accomadating  They were of course very busy so we understood the stress they must have been under  They handled it with grace and poise   The food was amazing  The problem is we had to wait a very long time to get it  Again we understood with it being Valentines Day that patience would be required  Not a problem  I did ask why such a long wait since it took nearly and hour and a half for our dinner  That was when I found out that there were only   cooks for night like tonight  THREE     REALLY   I m not sure how many cooks they have on a normal night  however one would think that on holidays they would be over staffed  My heart goes out to the cooks that were there because they were packed  The food was definately worth the wait  At least the cooks that were there knew what they were doing    We will definately be going back again when its not a holiday so we don t have to wait so long for our food    P S  A note to management  you should have more cooks on holidays  If it turns out to be slow you can always send someone home ,2,2016-02-15
Booked this place last minute for a work dinner and they accommodated us and handled our large  rowdy group so well  The food was outstanding  beer and cocktails were delicious and the outside area was perfect  Loved the different games they had available  Overall great experience and bonus  you can bring your dog so we got to see some adorable puppies too ,5,2018-06-10
My fianc  and I came here to eat and felt the service by our own server was terrible  She has everyone else doing her work for her  My Cobb salad tasted like all the components had been siting in a refrigerator for so long that they took on the flavor of the refrigerator  The ranch was bottled ranch  personally I think that s gross and my fianc  s Arizona burger was not that great  too much cream cheese  Also  he fries were cold  After an appetizer  entrees and   drinks  two each  we spent      Defiantly Not Worth that kind of money  Only plus and reason for   stars is the beer   And it wasn t even their own breweries beer it was from a different Arizona Brewer  Very disappointed,2,2015-12-14
Fun place but the food is always awful  Why can t they even make a decent burger and fries   Also  the wine choices are limited and way over priced  they offer half off bottles after    pm  seriously  who is st OHSO after    pm ,1,2018-03-05
This place is fun and unique  The service and food are excellent and the beer is fantastic  The outdoor seating is great and they allow dogs and even have an area specifically for them  which is awesome  Pricing is a bit on the high side  but still reasonable ,5,2016-03-08
Our waitress was inattentive  We had to ask her for multiple things several times  The food we did get was okay at best ,1,2018-12-25
too bad cause the food and beer were great  but service was awful  asked for a side of bleu cheese  for my buffalo chicken sandwich  the bartender said  we ll see what i can do      never came  which wasn t a huge deal then asked to close out multiple times while sitting at the bar before someone bringing me tab and took forever to run it while I was in hurry to get somewhere  again food drink pretty solid  but super slow  incompetent service,2,2018-08-19
This is a great place  The atmosphere  The wine  The bar is fun and the food is good bar food  The outdoors is entertaining and personally I think that out of the OhSo restaurants  this is the nicest to have a function or party ,5,2017-08-12
Cool place  Decent brunch menu  Mimosas were great but at     glass I feel they are   dollars over priced  Indoor area has     large TV s behind the bar  Service was average ,3,2016-01-18
The food is great but our night was bad because we sat on the patio near the ping pong tables   There was a little league team    the diamond backs that were out of control  I was hit   times by the balls and then hit with the rocks from the ground that one of the boys had sprinkled on the ping pong table  We told the waitress about it and thought she would have taken care of it but no  It took another patron that got hit several times by the ball to finally stop it  He kept the ball that hit him and that s finally when the waitresses got involved  management needs to handle things like this better  I don t live here and was visiting but this made me not ever want to come back and I would never recommend this place ,4,2018-06-14
I had an excellent time here on Friday night  Despite how busy it was  our server  Gabby  was incredibly patient and friendly with our rowdy table  Her positive attitude was a refreshing experience  It s hard to find really good customer service  but we found it tonight at OHSO with Gabby ,5,2017-04-15
Every time I go here  I received excellent service with a smile  One of my pet peeves is people in the service industry who are unpleasant  and I have never had a negative interaction with anyone who works here     The food is wonderful  as well  Everything is light and refreshing  and it all taste wonderful ,5,2018-07-12
Let s Be Honest  Great place to Go and Chill with a Drink if you have some time to hang out    but IF you re looking for a quick bite to eat and get on the road  look elsewhere   It is a   Star experience if you know how to enjoy the place  but it is a bit slow with Service at times   It is a Great Atmosphere  Dog Friendly and very accommodating  homemade treats  leash clips at tables  and bowls they keep on hand just for dog water   and of course a Good Menu   Fresh salads  good Burgers and Sandwiches  nice Apps  and a Huge Microbrew Beer List     The patio is set up for Year around entertainment  with games  heaters  plenty of shade  and mist systems cooling fans   The ONLY downside is that it is as Popular as it sounds  so the wait list can be long any evening or weekend  and the Service Sometimes lags as a result   That s not a big deal  IF you re there to Chill     While waiting for a table  there are essentially  cocktail  servers walking around to try to accomodate the game and extra seating areas  plus the Bars have areas for walk up service  designed so you don t block service wells   Order drinks before they re empty  to counteract sometimes lagging service times  and have a great time   ,4,2016-04-06
My dog rates this place a   star  I rate it a   for an average of   star rating  Service is a bit slow food is pricey atmosphere is great   Kids should have a curfew in the patio area     Great go to place for a beer or two and to socialize the dogs ,4,2015-03-24
Good fries  and the red headed server  Linda is hot  although she never brought me my side of bbq sauce  Great atmosphere  great beer  good service ,5,2015-10-25
I was visiting my sister in law and her family  and she took us here on our first night  Perfect spot for good beers and tasty food  The backyard patio area was full of dogs  even had homemade doggy treats to take home or give to your doggo there   and had misters so it was quite cool even though it was close to     degrees that evening    Our service was quick and attentive  and our waitress even changed one of the channels to the Yankees vs  Red Sox game    I LOVED my turkey burger  It had this delicious fresh fruit compote jam and topped off with crispy bacon  Probably one of the best turkey burgers I ve had in awhile    The only con would be the noise level  Not sure if this can be controlled since we are in an outdoor area with people drinking  dogs  and families  It was somewhat difficult hearing someone on the other side of the booth ,4,2018-05-17
It s one of my local favorites  Get the Orange Blossom brew with your breakfast and take the pooches  Love brunch and the funky hippster vibe   its not annoying but a refreshing ambiance    Imagine  if you will  a happy convergence of humanity of all generations watching sports  watching dogs and watching each other with a pleasant buzz and a full belly    Food is surprisingly good by the way  Stay far away from the Paradise Valley location  I don t want it to get too busy ,5,2019-07-30
Great place    Brunch is the bomb food and drink always good  this place is huge  they started the luau all you can eat for      patio is greet and they have music today love this place,5,2015-04-12
Best brunch in town  Have a dog  s  no problem  big group  No problem  children or a large group  No problem  The menu has amazing variety and quality food  and the mimosas are crazy big  Definitely a great place to hang out and have a drink ,4,2016-10-16
Brunch menu on the weekends is awesome  The biscuits and beer gravy was usually the go to  until they brought the hot chicken with biscuits and gravy  Love the fact there are pups all the time and ping pong  bags and other activities to do while waiting for food ,5,2019-11-17
The service was slow   Because of that  we ate and drank far less then we would have  The fries were very salty but still good  Would ask for less salt  The toasted cheese sandwich had a marmalade and other things on it and none of us could finish it  I would have preferred it plain because I didn t like the flavor  The pretzel board was pretty good  I probably won t be back unless someone else chooses the place  I might have been there on a bad night and perhaps the service would be better next time  Also the patio was miserably hot and there was no way to get cool  Very difficult to get a drink or refill ,3,2015-08-10
I have been wanting to try this place out for some time but I did not find myself nearby at lunch time  So finally I get there right as they open at    and get seated on the patio right away  My server quickly took my order for an iced tea and brought it back and I hadn t figured out what I wanted yet  At that point he told me the wait staff was shifting assignments so he would be waiting waiting both occupied tables inside and the waitress on duty would be taking the two occupied tables outside  including mine  I never did see her  After    minutes I waived the waiter down as he interacted with the hostess  As soon as he got close to my table he realized I had been ignored  From that point on my service was bend over excellent  My iced tea was comped and he insisted on sending me off with another in a to go cup    I try to keep my red meat consumption to a minimum but the burgers all sounded so good I had to try one  the Burger   Cheese and I upped my side from fries to a salad  The salad was good and the burger was really good   Overall I would not let the server mix up stop me from coming again ,3,2019-02-04
Great atmosphere and BIG  Biggest dog friendly patio I ve been to    Try the local vodka      Tons of TVs and plenty of patio games to entertain while waiting for your order    Staff and menu is over the top  Friendly and fast service   localbeer  bar  tacos  ohso  patio  dogfriendly,5,2019-04-13
The server came to take out order  We told him what we wanted  He said  that contains bacon   I said  I know   I asked why he told me that  He said he was  required to   I asked why  He said with a wink that it was  in case you were vegan  I said  it s listed in the ingredients why would you HAVE to tell me     No response  In other words it was in case I was Islamic  What the hell is wrong with you guys  Are you now PC warriors  What if I had a religious objection to onions  Would you require servers to tell patrons each time onions were in the meal even if it was a listed ingredient  Can t Muslims read the ingredients  Can t vegans read the ingredients  If they were in doubt isn t their responsibility to ASK  What happened to personal responsibility  PC pandering is BS  I am so disappointed in OHSO  We used to go there a lot ,1,2017-06-15
Walked into a cloud of mist and WOW  I m surrounded by dogs  great burgers and refreshing cocktails  it s like eating in paradise  ,5,2019-06-03
I am absolutely in love with this spot  So much fun  Kid friendly   dog friendly   booze hound friendly   The happy hour specials are amazing  The outside patio is huge   it has ping pong   corn hole   ample seating   dog water troughs   It s bright   open   airy   colorful   The huge outside fans keep you cool while you enjoy the sunny weather  Great whiskey selection   some great white wines by the glass   I had the asparagus with cotija cheese   a simple salad with citrus vinaigrette   Can t wait to try this spot when I m not dieting  This is definitely worth a try   you won t be disappointed  ,5,2015-10-29
Great experience here  I love the outside patio  Some of the dogs were barking a lot here but that s just part of the scene since they sure dogs in the outside patio section  I ordered the turkey burger and it was huge  Almost thought I wasn t gonna be able to finish it  Service was great  everyone very friendly and they got dog biscuits    I ll definitely be back fo sure ,5,2019-04-21
Went here with my brother on a Thursday night   We ordered the brisket sandwich and beef shortribs   The brisket sandwich had a very strong bbq sauce flavor   The brisket itself had a good flavor   The jalapeno polenta was very good   My brother had the beef short ribs   We were expecting a full rack of ribs for     but when it came it just a small heap of meat   We asked the bartender and the person who brought it out and they confirmed it is indeed the beef short rib plate   The beef short rib didn t taste like ribs at all   In fact  it tasted like brisket and was very pricey   We both had gas a few hours after eating here   And in fact  we both had gas all through the next day   I had diarrhea from this and felt better after I went to the bathroom   I went on a date a year ago and had the same experience with food poisoning   While the food tasted good  we both felt sick the next day from eating here   No food quality control here   I was reluctant to write a negative review but this seems to be a regular occurrence here   Was afraid to come here after that bad experience   And now the second time I am here  the same thing ,1,2017-02-04
Great place to come  get some work done  eat great food and enjoy the embience   Staff was amazing,5,2019-05-04
My sisters and I had brunch there Sunday and it was delicious  It was crazy with the dogs  the large amount of people and the loud music  but it was worth it ,5,2019-04-03
Our Family calls this place Church  As you will find us there every Sunday between     am  Penny mimosa  ask for more flavors  with brunch is always welcome  As much as I love the chicken and waffles  sometimes I sacrifice that mimosa for my favorite meal of all the  the brisket  It s not a date food  but you surly won t be disappointed  Brunch or lunch this place is straight up gold  Plus a million different breeds of dogs  It s like a dog zoo  even with attentive clean up staff  It s a must in the valley ,5,2019-04-28
So I m vegetarian with a lot of food allergies  prior to coming to OHSO I looked at the food menu to ensure there was something on the brunch menu that I was able to eat  I found they had a special vegan and gluten free menu  yay     and when I arrived I asked for this menu specifically  After asking for this special menu  I ordered and bowl of Guac for my party to share  No I didnt look at the menu  I just ordered guac     like a normal person would  expecting it to be avocado  lime  cilantro  etc  Well it came and I enjoyed a few bites before I noticed there was BACON in the guacamole  I ve never heard of such a thing and am VERY upset that I wasnt told there was bacon in it  after asking for the vegan menu  I figured it was obvious that might be something I need to know  So no  I didnt look at the menu before I order the guac which is my fault  but I ve served many years and I know that you need to inform your table if something  different  is in an item  ESPECIALLY IF THEY ASK FOR A VEGAN MENU   Ugh Im just so sad I ate a piggy when this could have been avoided     I just hope their servers are more aware when serving people things  it could ve been something I was allergic to   On the plus side  the make their Monster Mimosas strong AF  I ll come back just for that ,2,2019-01-13
This place is easily becoming one of my favorite places in the Valley  I have to admit  The first time I came to this OHSO I was with some really crapy company  So I didn t think much of the place at all  When my husband insisted I give this place another chance  I was hesitant  Boy am I glad that I did though  The only thing I had that night was a few of their beers  and the out of the world  Steak Fries  Skirt Steak  Garlic Fries  Cotija  Micro Greens  Poblano Aioli  I wanted to take a gallon of the Poblano Aioli and put it on everything  This was going to be an appetizer for my Husband and I  Turned out its more like a meal to share  We were so full  I discovered that night I really enjoyed the vibe of this brewery  Very relaxed  open  with fun games  and people with their dogs  families  and friends  This place is for everyone    After glancing at their Brunch menu we knew we had to back and bring the pup  The next week we got the pup ready  headed out and got to OHSO about     There were dog s everywhere  It was wonderful  Our pup was in doggy heaven  He was given organic treats  his own water dish  and PLENTY of attention from not only the staff  but other patrons and pups  We got   of the Beer Brunch specials  I got the Fred s French Toast  Thick cut Toast Covered in Fruity Pebbles  Lemon Mascarpone  Fresh Berries  with Bacon  Yea that s right  COVERED IN FRUITY PEBBLES  I would say it was too much for me to finish myself  But it was delicious  I had a Mimosa with my breakfast  It was part of the Beer and Brunch special     Bucks  So worth it  The Mimosa s are HUGE  I hate when you order a mimosa and they give you some kind of BABY champagne glass    We went back a week later and I decided to have something more savory from the Brunch Menu and their Coffee Beer from their Beer and Brunch menu     Bucks this time  I had the Avocado Toast  It was very good  The first time I had ever had Ezequiel bread  The egg was perfectly cooked  nice and yoke y without being undercooked  The Coffee beer was perfection  Tasted just like coffee  If you have ever thought beer might be weird for breakfast  Not anymore  And it wasn t a Stout Coffee Beer  It was more like an Ale  I highly recommend giving it a try    Anywho    This place is the best with its mostly outside  dog friendly  huge patio with tons of games  and places to park your butt  It s meant to get you talking and having fun  For me  the only negative for me is that it s so far away from where I live  I wish my side of town had and OHSO  Maybe someday  Until then I will continue to make the drive  It s well worth it ,5,2016-06-15
Great place to go and there s a lot of activity at this location because it the biggest of the    On a Saturday night we didn t have long to wait for dinner maybe    minutes  and it was filled with playing a game of corn hole while watching kids play ping pong and dogs enjoying the dog friendly patio  BTW  I was the corn hole champion    Our Waiter was great and knew a lot about the menu  I had the chicken and waffles  which is the best I ve ever had  The bacon is absolutely amazing with this dish  The burgers come in a warm cast iron skillet  which is great for keeping your french fries or sweet potato fries warm Not an intimate atmosphere for dinner for    but if you like a lot of activities going on and big screen TV s this is a great place to come    Sorry there are no pictures of our food  we were too busy eating to get one  I can t wait to come back and try some other dishes ,5,2018-04-15
Always delicious love he spicy biscuits and gravy    Great seating  inside and out  Gloria is the best ,4,2018-01-09
I love OHSO   This location is my favorite  Such a fun place to go with friends or even as a family  The food and drinks here are amazing too  One of my favorite places here in Scottsdale ,4,2018-09-16
I don t even know where to start  His place is fantastic  Family environment yet fresh brewed beer  Love love,5,2015-04-05
